CarID,Brand,Model,Country,PlantLocation,YearOfManufacture,FuelType,Transmission,Segment,UnitsProduced,AverageCostPerUnit,TotalProductionCost,ElectricVehicle,DefectRate(%)
C0244,Nissan,Model X,Japan,Shanghai,2010,Hybrid,Automatic,Coupe,33934,21255,721267170,No,2.13
C0245,Mercedes,Optima,China,Detroit,2010,Hybrid,Automatic,Hatchback,22602,11979,270749358,No,1.51
C0246,Nissan,Altima,Brazil,Seoul,2013,Diesel,Automatic,SUV,22036,31305,689836980,No,1.12
C0247,Toyota,Altima,Germany,Shanghai,2014,Diesel,Automatic,Sedan,78391,45094,3534963754,No,0.27
C0248,Nissan,Model X,China,Chennai,2014,Electric,Automatic,Sedan,68270,45098,3078840460,Yes,2.63
C0249,Tesla,Corolla,Germany,Munich,2013,Electric,Automatic,Crossover,50888,43770,2227367760,Yes,2.64
C0250,Toyota,Model X,Japan,Paris,2017,Electric,Manual,Coupe,51275,19734,1011860850,Yes,2.38
C0251,Nissan,3 Series,India,London,2016,Electric,Automatic,Hatchback,31647,49605,1569849435,Yes,2.29
C0252,Tesla,Corolla,Mexico,Munich,2018,Petrol,Automatic,Crossover,51026,65619,3348275094,No,0.93
C0253,Mercedes,3 Series,South Korea,Shanghai,2016,Hybrid,Automatic,Truck,24159,37881,915167079,No,0.18
C0254,Nissan,Optima,UK,Seoul,2024,Petrol,Manual,Crossover,23588,73401,1731382788,No,2.85
C0255,Tesla,Mustang,China,Chennai,2019,Petrol,Automatic,Truck,68964,41177,2839730628,No,1.77
C0256,BMW,Passat,Mexico,Chennai,2010,Petrol,Automatic,Truck,60498,50122,3032280756,No,1.14
C0257,Volkswagen,Corolla,UK,London,2022,Petrol,Automatic,SUV,40882,45297,1851831954,No,0.45
C0258,BMW,Optima,India,Chennai,2023,Hybrid,Automatic,SUV,28684,46680,1338969120,No,0.31
C0259,Volkswagen,A-Class,South Korea,Munich,2016,Petrol,Automatic,Truck,20599,61044,1257445356,No,1.29
C0260,Ford,Optima,UK,Monterrey,2010,Electric,Automatic,Coupe,70310,54084,3802646040,Yes,2.84
C0261,Ford,Model X,UK,Chennai,2016,Diesel,Automatic,SUV,38239,44189,1689743171,No,3.22
C0262,Ford,Model X,China,London,2019,Electric,Automatic,SUV,8889,23510,208980390,Yes,3.15
C0263,Mercedes,Passat,France,Chennai,2017,Diesel,Automatic,Sedan,17852,32152,573977504,No,3.23
C0264,BMW,Optima,South Korea,Chennai,2020,Electric,Automatic,Crossover,21648,36445,788961360,Yes,3.19
C0265,Volkswagen,Civic,Mexico,São Paulo,2018,Electric,Automatic,Sedan,32328,11195,361911960,Yes,1.89
C0266,Tesla,Mustang,India,Munich,2021,Diesel,Automatic,Coupe,68540,69949,4794304460,No,0.85
C0267,Toyota,Model X,South Korea,Shanghai,2012,Hybrid,Automatic,SUV,57295,35433,2030133735,No,2.81
C0268,Tesla,Passat,Japan,Nagoya,2024,Petrol,Automatic,SUV,59120,15305,904831600,No,0.83
C0269,Toyota,Mustang,France,Monterrey,2013,Electric,Manual,Hatchback,57614,68860,3967300040,Yes,1.01
C0270,Hyundai,Optima,Japan,Chennai,2013,Hybrid,Automatic,Coupe,41211,58648,2416942728,No,0.89
C0271,Tesla,Optima,India,Paris,2021,Petrol,Automatic,Crossover,18248,73090,1333746320,No,1.85
C0272,Nissan,Altima,China,Chennai,2018,Hybrid,Automatic,Crossover,34191,52113,1781795583,No,1.19
C0273,Nissan,Passat,China,São Paulo,2022,Hybrid,Manual,Crossover,65782,52642,3462896044,No,0.62
C0274,Honda,Model X,India,Shanghai,2016,Petrol,Manual,Coupe,60860,43062,2620753320,No,1.64
C0275,BMW,Civic,Germany,Paris,2012,Electric,Automatic,Hatchback,10746,51604,554536584,Yes,3.07
C0276,Toyota,Optima,India,Monterrey,2019,Hybrid,Automatic,Hatchback,59895,16678,998928810,No,2.04
C0277,Toyota,Civic,France,Paris,2014,Electric,Automatic,Sedan,32986,42121,1389403306,Yes,3.09
C0278,BMW,Optima,USA,Munich,2016,Electric,Automatic,Coupe,30840,58503,1804232520,Yes,0.77
C0279,Mercedes,Model X,China,London,2017,Electric,Manual,Coupe,50800,26494,1345895200,Yes,0.67
C0280,Honda,Mustang,Brazil,London,2010,Petrol,Automatic,Hatchback,3586,54185,194307410,No,2.06
C0281,Mercedes,Elantra,France,Monterrey,2021,Diesel,Automatic,Truck,15360,19678,302254080,No,1.68
C0282,Mercedes,Mustang,France,Shanghai,2011,Electric,Manual,Truck,17513,47632,834179216,Yes,2.34
C0283,Mercedes,Optima,France,London,2016,Diesel,Manual,Sedan,7907,56235,444650145,No,2.8
C0284,BMW,3 Series,UK,Detroit,2020,Diesel,Automatic,Truck,34042,11648,396521216,No,2.65
C0285,Mercedes,Elantra,France,São Paulo,2024,Hybrid,Automatic,Truck,25435,77917,1981818895,No,3.3
C0286,Nissan,Elantra,China,Monterrey,2022,Electric,Automatic,Truck,49579,26489,1313298131,Yes,1.45
C0287,Ford,Civic,USA,Monterrey,2023,Electric,Manual,SUV,34611,15818,547476798,Yes,0.8
C0288,Hyundai,Passat,USA,Nagoya,2022,Electric,Manual,Sedan,57050,43149,2461650450,Yes,1.97
C0289,Toyota,Civic,France,Nagoya,2024,Diesel,Automatic,Hatchback,76197,37312,2843062464,No,0.48
C0290,Toyota,Civic,Japan,Munich,2011,Petrol,Automatic,Truck,77455,47124,3649989420,No,1.08
C0291,Hyundai,3 Series,China,Munich,2016,Diesel,Manual,Crossover,41065,11316,464691540,No,0.81
C0292,BMW,Mustang,China,Nagoya,2024,Electric,Automatic,SUV,19783,70046,1385720018,Yes,1.45
C0293,Tesla,Mustang,South Korea,London,2018,Electric,Automatic,Truck,66970,79610,5331481700,Yes,0.48
C0294,BMW,A-Class,Mexico,Seoul,2020,Electric,Manual,SUV,38733,74042,2867868786,Yes,0.21
C0295,Toyota,Optima,Germany,Monterrey,2011,Diesel,Automatic,Sedan,23195,33102,767800890,No,2.33
C0296,Toyota,3 Series,Germany,Detroit,2016,Electric,Automatic,Crossover,43234,41957,1813968938,Yes,2.17
C0297,Hyundai,A-Class,Japan,Monterrey,2013,Hybrid,Manual,Crossover,2005,22872,45858360,No,2.51
C0298,Mercedes,Model X,Germany,Chennai,2020,Electric,Manual,Crossover,5863,60094,352331122,Yes,2.35
C0299,BMW,Optima,South Korea,Shanghai,2022,Petrol,Automatic,Truck,49208,57719,2840236552,No,0.49
C0300,Volkswagen,Optima,India,São Paulo,2011,Hybrid,Automatic,SUV,44114,29693,1309877002,No,1.09
C0301,Hyundai,Altima,Germany,Seoul,2022,Electric,Automatic,Crossover,1510,60478,91321780,Yes,0.54
C0302,Nissan,Altima,China,Detroit,2016,Hybrid,Automatic,Coupe,20361,53677,1092917397,No,2.97
C0303,Toyota,Corolla,India,Chennai,2022,Electric,Automatic,Coupe,24625,70012,1724045500,Yes,2.64
C0304,Hyundai,Corolla,Germany,Munich,2014,Petrol,Manual,SUV,9869,20760,204880440,No,0.79
C0305,BMW,Civic,China,Detroit,2010,Electric,Automatic,Truck,69893,21584,1508570512,Yes,1.26
C0306,Toyota,Model X,China,Nagoya,2014,Hybrid,Automatic,Truck,27171,12106,328932126,No,3.39
C0307,Tesla,Elantra,France,Monterrey,2021,Petrol,Automatic,Sedan,75900,23669,1796477100,No,2.12
C0308,Hyundai,Elantra,USA,Detroit,2021,Diesel,Manual,Sedan,65012,35223,2289917676,No,2.82
C0309,Honda,Altima,Japan,Shanghai,2012,Petrol,Automatic,Crossover,76156,70666,5381639896,No,1.0
C0310,Toyota,Altima,South Korea,Paris,2016,Petrol,Automatic,Hatchback,44638,45706,2040224428,No,0.81
C0311,BMW,Altima,UK,Munich,2015,Petrol,Automatic,Sedan,53920,78019,4206784480,No,2.77
C0312,Ford,3 Series,Mexico,São Paulo,2017,Hybrid,Automatic,Truck,68589,71585,4909943565,No,2.43
C0313,Volkswagen,Passat,Germany,São Paulo,2022,Petrol,Automatic,Hatchback,15989,37482,599299698,No,2.42
C0314,Kia,Corolla,Germany,Detroit,2014,Electric,Automatic,Sedan,60289,70369,4242476641,Yes,1.98
C0315,Mercedes,3 Series,India,Paris,2011,Petrol,Automatic,SUV,70425,44143,3108770775,No,2.02
C0316,Kia,Mustang,India,Monterrey,2018,Petrol,Automatic,Coupe,50203,34240,1718950720,No,2.6
C0317,BMW,Elantra,Mexico,Chennai,2023,Electric,Automatic,Sedan,77125,20015,1543656875,Yes,1.02
C0318,Nissan,Optima,Germany,Seoul,2020,Electric,Automatic,Sedan,58728,73023,4288494744,Yes,1.3
C0319,Nissan,Corolla,Brazil,Monterrey,2017,Diesel,Automatic,SUV,3551,61500,218386500,No,3.06
C0320,Ford,A-Class,South Korea,Chennai,2015,Petrol,Automatic,Truck,38590,73925,2852765750,No,1.15
C0321,Mercedes,Mustang,Germany,Seoul,2022,Hybrid,Automatic,Crossover,29305,59631,1747486455,No,1.96
C0322,Honda,Corolla,USA,Paris,2019,Petrol,Automatic,SUV,45057,73652,3318538164,No,2.49
C0323,Ford,3 Series,Mexico,Seoul,2016,Petrol,Automatic,Crossover,3055,61087,186620785,No,3.5
C0324,Kia,Model X,Brazil,Monterrey,2018,Electric,Automatic,Sedan,50741,64909,3293547569,Yes,1.58
C0325,Ford,Optima,South Korea,Shanghai,2016,Diesel,Automatic,Truck,78803,21565,1699386695,No,1.56
C0326,Kia,Corolla,Germany,Detroit,2012,Petrol,Automatic,Hatchback,66494,37597,2499974918,No,2.96
C0327,Toyota,Passat,UK,Chennai,2015,Hybrid,Manual,Sedan,16566,75623,1252770618,No,2.84
C0328,Nissan,Altima,France,Shanghai,2020,Petrol,Manual,SUV,5221,19432,101454472,No,2.59
C0329,Toyota,Altima,USA,Chennai,2022,Hybrid,Automatic,Hatchback,78482,75714,5942186148,No,1.67
C0330,Volkswagen,Optima,UK,Detroit,2020,Electric,Automatic,Coupe,6804,59314,403572456,Yes,1.2
C0331,Mercedes,3 Series,India,London,2016,Diesel,Automatic,Hatchback,43467,51965,2258762655,No,2.17
C0332,Honda,Altima,India,Seoul,2011,Petrol,Automatic,SUV,79263,77957,6179105691,No,3.08
C0333,Kia,Corolla,Germany,Paris,2012,Diesel,Automatic,Hatchback,40962,53715,2200273830,No,3.1
C0334,Honda,A-Class,India,London,2013,Petrol,Automatic,SUV,72334,63450,4589592300,No,0.47
C0335,Kia,Elantra,USA,London,2019,Hybrid,Automatic,Sedan,50655,71902,3642195810,No,1.56
C0336,BMW,Elantra,South Korea,São Paulo,2015,Diesel,Manual,Truck,76342,38317,2925196414,No,1.68
C0337,Ford,Mustang,China,Nagoya,2010,Petrol,Automatic,Coupe,3089,76753,237090017,No,3.42
C0338,Volkswagen,Civic,Japan,Monterrey,2018,Electric,Manual,Truck,37578,45242,1700103876,Yes,2.41
C0339,Nissan,Model X,Mexico,Shanghai,2014,Hybrid,Manual,Truck,55418,10929,605663322,No,1.48
C0340,Kia,Optima,South Korea,Shanghai,2022,Diesel,Automatic,Truck,14101,23580,332501580,No,0.19
C0341,Honda,Mustang,China,Shanghai,2021,Petrol,Automatic,SUV,8211,30742,252422562,No,2.02
C0342,Volkswagen,Civic,Brazil,Shanghai,2023,Diesel,Automatic,SUV,59930,27833,1668031690,No,0.43
C0343,Tesla,3 Series,USA,Monterrey,2016,Petrol,Automatic,Coupe,63827,23527,1501657829,No,2.94
C0344,Tesla,Passat,UK,London,2018,Hybrid,Automatic,SUV,4470,68139,304581330,No,2.66
C0345,Toyota,Passat,China,Monterrey,2018,Electric,Automatic,Crossover,70035,79585,5573735475,Yes,1.67
C0346,Nissan,Model X,USA,Shanghai,2010,Hybrid,Automatic,SUV,36676,51057,1872566532,No,1.56
C0347,BMW,Altima,France,Nagoya,2024,Diesel,Manual,SUV,42230,77439,3270248970,No,3.15
C0348,Honda,Corolla,UK,Munich,2010,Diesel,Automatic,SUV,13885,54261,753413985,No,1.08
C0349,Ford,Mustang,India,Detroit,2012,Petrol,Manual,Sedan,6450,10042,64770900,No,0.95
C0350,Ford,Mustang,India,Shanghai,2015,Hybrid,Automatic,Coupe,74011,32769,2425266459,No,3.29
C0351,Honda,Optima,UK,Paris,2011,Petrol,Manual,Crossover,53509,77113,4126239517,No,2.85
C0352,Mercedes,Optima,Brazil,Munich,2019,Hybrid,Automatic,SUV,23898,32449,775466202,No,2.89
C0353,BMW,Passat,Brazil,Monterrey,2021,Diesel,Automatic,Coupe,25777,48653,1254128381,No,0.76
C0354,Volkswagen,Passat,Brazil,Paris,2020,Petrol,Manual,Hatchback,27261,38859,1059335199,No,0.59
C0355,Kia,A-Class,China,Paris,2010,Petrol,Automatic,Sedan,64935,18576,1206232560,No,0.19
C0356,Mercedes,A-Class,Mexico,Chennai,2010,Hybrid,Automatic,SUV,64444,55874,3600744056,No,0.91
C0357,Kia,Altima,China,Paris,2022,Electric,Automatic,Crossover,32033,46345,1484569385,Yes,2.73
C0358,Kia,A-Class,Germany,Shanghai,2014,Hybrid,Automatic,Sedan,73002,79428,5798402856,No,0.92
C0359,Mercedes,Corolla,Japan,Chennai,2013,Electric,Automatic,Crossover,72623,14321,1040033983,Yes,2.58
C0360,Toyota,Corolla,UK,São Paulo,2010,Hybrid,Manual,Sedan,23380,15776,368842880,No,0.96
C0361,Tesla,Mustang,South Korea,London,2013,Diesel,Automatic,Hatchback,71127,26119,1857766113,No,1.44
C0362,Kia,Elantra,Japan,Paris,2012,Petrol,Automatic,Coupe,42253,40569,1714161957,No,3.44
C0363,Mercedes,Corolla,France,Nagoya,2011,Hybrid,Manual,Sedan,2061,48596,100156356,No,0.93
C0364,Mercedes,Civic,China,Detroit,2018,Diesel,Automatic,Truck,53705,62967,3381642735,No,1.38
C0365,Hyundai,Passat,China,Paris,2023,Hybrid,Automatic,Hatchback,60310,43063,2597129530,No,1.12
C0366,Toyota,Optima,USA,São Paulo,2024,Petrol,Manual,Truck,64982,32340,2101517880,No,0.47
C0367,Nissan,A-Class,Japan,Seoul,2020,Hybrid,Automatic,Hatchback,69692,65430,4559947560,No,1.77
C0368,Hyundai,Mustang,USA,Monterrey,2010,Electric,Automatic,Truck,28830,16668,480538440,Yes,1.39
C0369,Hyundai,Model X,South Korea,Monterrey,2016,Petrol,Automatic,Truck,16639,18195,302746605,No,2.46
C0370,Honda,Optima,USA,São Paulo,2023,Electric,Automatic,Crossover,33477,67995,2276268615,Yes,2.88
C0371,Tesla,Civic,Japan,Seoul,2022,Diesel,Automatic,Sedan,5483,48250,264554750,No,1.95
C0372,Mercedes,A-Class,UK,Monterrey,2013,Diesel,Automatic,Sedan,40409,26076,1053705084,No,0.21
C0373,Tesla,Civic,France,Monterrey,2014,Hybrid,Manual,Hatchback,64980,25376,1648932480,No,2.2
C0374,BMW,Passat,China,Monterrey,2019,Electric,Automatic,Coupe,49529,65839,3260939831,Yes,0.29
C0375,Honda,Passat,South Korea,São Paulo,2014,Electric,Automatic,Crossover,21829,74723,1631128367,Yes,2.2
C0376,Nissan,Altima,China,London,2010,Petrol,Manual,Sedan,37234,53442,1989859428,No,2.43
C0377,Tesla,Mustang,Germany,Detroit,2015,Electric,Automatic,Sedan,43337,15392,667043104,Yes,0.77
C0378,Ford,Optima,France,São Paulo,2022,Electric,Manual,Crossover,74854,37106,2777532524,Yes,2.89
C0379,Kia,3 Series,Mexico,Seoul,2018,Petrol,Automatic,SUV,76954,34809,2678691786,No,3.2
C0380,BMW,3 Series,USA,Paris,2011,Petrol,Manual,Crossover,67286,10693,719489198,No,2.86
C0381,Toyota,Optima,India,London,2016,Electric,Automatic,Sedan,5258,69821,367118818,Yes,1.14
C0382,Nissan,Model X,Japan,London,2015,Hybrid,Automatic,Coupe,68199,21352,1456185048,No,2.09
C0383,BMW,Mustang,China,Paris,2014,Petrol,Automatic,SUV,22332,62196,1388961072,No,3.21
C0384,Kia,Civic,USA,Nagoya,2013,Petrol,Automatic,Truck,2368,14992,35501056,No,1.19
C0385,Honda,Model X,South Korea,Chennai,2013,Electric,Manual,Crossover,51165,63076,3227283540,Yes,2.89
C0386,Kia,Elantra,China,Detroit,2015,Electric,Automatic,Truck,42362,33354,1412942148,Yes,0.13
C0387,Hyundai,Optima,Mexico,Detroit,2013,Petrol,Automatic,SUV,20228,13312,269275136,No,0.11
C0388,Kia,Civic,France,Nagoya,2014,Electric,Manual,SUV,40357,55833,2253252381,Yes,2.68
C0389,Hyundai,3 Series,France,Chennai,2022,Petrol,Automatic,SUV,28683,14318,410683194,No,2.69
C0390,Honda,Corolla,China,Detroit,2015,Hybrid,Automatic,Hatchback,19440,76003,1477498320,No,2.78
C0391,Volkswagen,Altima,South Korea,Seoul,2014,Hybrid,Automatic,Crossover,5780,37192,214969760,No,3.26
C0392,Hyundai,3 Series,France,Munich,2016,Petrol,Automatic,Coupe,2664,47489,126510696,No,0.5
C0393,Toyota,Mustang,France,Munich,2018,Petrol,Automatic,Coupe,18905,50309,951091645,No,0.89
C0394,Kia,Passat,Mexico,Detroit,2019,Diesel,Manual,Truck,3321,38273,127104633,No,3.17
C0395,Kia,Corolla,Japan,Shanghai,2016,Diesel,Automatic,Truck,55590,57553,3199371270,No,0.7
C0396,Toyota,Altima,South Korea,Detroit,2016,Electric,Automatic,Truck,23016,39473,908510568,Yes,2.42
C0397,Ford,Altima,South Korea,Paris,2013,Electric,Manual,Crossover,10973,71410,783581930,Yes,1.9
C0398,Mercedes,Elantra,UK,Paris,2010,Petrol,Automatic,Sedan,46954,23679,1111823766,No,0.38
C0399,Volkswagen,Elantra,UK,Chennai,2023,Petrol,Automatic,Truck,43030,55310,2379989300,No,1.07
C0400,Nissan,A-Class,France,Monterrey,2017,Diesel,Automatic,SUV,78214,70683,5528400162,No,1.87
C0401,Hyundai,3 Series,India,London,2013,Diesel,Automatic,Truck,69581,35992,2504359352,No,3.0
C0402,Toyota,3 Series,UK,Seoul,2010,Petrol,Automatic,SUV,25298,39433,997576034,No,2.51
C0403,Honda,3 Series,France,Nagoya,2014,Hybrid,Automatic,Hatchback,1363,35933,48976679,No,2.21
C0404,Hyundai,A-Class,Brazil,Detroit,2023,Hybrid,Automatic,Sedan,16648,55020,915972960,No,1.79
C0405,Mercedes,Model X,Germany,Monterrey,2023,Electric,Manual,Sedan,54959,39236,2156371324,Yes,1.12
C0406,Honda,Altima,Germany,Monterrey,2017,Petrol,Automatic,Crossover,66689,68735,4583868415,No,0.51
C0407,BMW,Corolla,South Korea,Seoul,2013,Petrol,Manual,Crossover,8629,19770,170595330,No,1.49
C0408,Kia,Mustang,India,Nagoya,2022,Electric,Automatic,Coupe,23618,79285,1872553130,Yes,0.2
C0409,BMW,Altima,Mexico,Paris,2021,Diesel,Automatic,Hatchback,943,45271,42690553,No,0.82
C0410,Hyundai,Elantra,Japan,São Paulo,2017,Diesel,Automatic,Crossover,27541,33439,920943499,No,1.57
C0411,Mercedes,Civic,UK,Seoul,2017,Hybrid,Manual,SUV,21553,21101,454789853,No,1.52
C0412,Volkswagen,Passat,Brazil,Monterrey,2012,Petrol,Automatic,Hatchback,37704,54917,2070590568,No,0.25
C0413,Hyundai,A-Class,France,Munich,2018,Diesel,Automatic,Sedan,42740,51196,2188117040,No,2.1
C0414,Toyota,Optima,India,Detroit,2012,Hybrid,Manual,SUV,61602,33569,2067917538,No,1.97
C0415,Tesla,Civic,South Korea,Chennai,2010,Hybrid,Automatic,Hatchback,8791,51887,456138617,No,0.37
C0416,Hyundai,Mustang,UK,Munich,2011,Hybrid,Manual,Sedan,16785,30893,518539005,No,3.31
C0417,Kia,3 Series,India,Monterrey,2024,Diesel,Automatic,Crossover,62089,65304,4054660056,No,0.44
C0418,Kia,Elantra,UK,London,2015,Diesel,Manual,SUV,14444,42399,612411156,No,3.01
C0419,Hyundai,Elantra,Japan,Shanghai,2021,Petrol,Manual,SUV,54891,35236,1934139276,No,0.1
C0420,Honda,Elantra,Japan,Nagoya,2019,Petrol,Automatic,Sedan,2107,59531,125431817,No,3.1
C0421,Tesla,3 Series,Mexico,Paris,2011,Hybrid,Automatic,SUV,3453,19442,67133226,No,0.17
C0422,Toyota,Optima,Germany,Detroit,2015,Hybrid,Automatic,Crossover,45441,66437,3018963717,No,2.68
C0423,Hyundai,A-Class,USA,Chennai,2023,Diesel,Manual,Crossover,71969,70342,5062443398,No,1.33
C0424,Honda,Civic,USA,São Paulo,2010,Diesel,Automatic,Crossover,77422,45069,3489332118,No,2.61
C0425,Kia,3 Series,UK,Paris,2020,Petrol,Automatic,Sedan,62183,48560,3019606480,No,1.47
C0426,Kia,Mustang,Mexico,Detroit,2022,Petrol,Automatic,Truck,70718,68070,4813774260,No,0.34
C0427,Mercedes,A-Class,USA,São Paulo,2010,Electric,Automatic,Truck,11654,52427,610984258,Yes,2.71
C0428,Hyundai,Mustang,South Korea,Chennai,2014,Petrol,Automatic,SUV,9547,70496,673025312,No,0.34
C0429,Tesla,A-Class,USA,Monterrey,2019,Diesel,Automatic,Crossover,76374,74557,5694216318,No,3.24
C0430,Ford,Optima,China,Shanghai,2022,Hybrid,Automatic,SUV,14823,58534,867649482,No,0.27
C0431,Tesla,Passat,France,Munich,2020,Electric,Automatic,Sedan,38193,37930,1448660490,Yes,1.73
C0432,Kia,Mustang,Mexico,Munich,2018,Petrol,Automatic,SUV,59230,17288,1023968240,No,2.56
C0433,Kia,3 Series,South Korea,Monterrey,2023,Petrol,Automatic,Coupe,26792,71518,1916110256,No,1.44
C0434,BMW,A-Class,India,Paris,2017,Diesel,Manual,Truck,45611,42400,1933906400,No,0.84
C0435,Kia,Elantra,South Korea,Monterrey,2012,Electric,Manual,SUV,75953,11567,878548351,Yes,2.68
C0436,Toyota,Altima,Germany,Monterrey,2024,Petrol,Automatic,SUV,76181,57878,4409203918,No,2.77
C0437,Nissan,Elantra,India,Detroit,2012,Hybrid,Automatic,Hatchback,39991,58850,2353470350,No,3.24
C0438,Hyundai,Model X,Brazil,Detroit,2024,Diesel,Automatic,SUV,49836,11094,552880584,No,1.38
C0439,Tesla,Passat,France,Chennai,2010,Electric,Automatic,Coupe,17405,21135,367854675,Yes,1.82
C0440,Nissan,Passat,France,Shanghai,2023,Petrol,Automatic,Truck,30773,55113,1695992349,No,1.33
C0441,Honda,Elantra,France,Detroit,2012,Petrol,Automatic,Hatchback,26734,68791,1839058594,No,0.97
C0442,Ford,Civic,France,Chennai,2024,Electric,Automatic,Sedan,79385,19684,1562614340,Yes,2.65
C0443,Toyota,Optima,UK,London,2023,Diesel,Manual,Sedan,67038,68552,4595588976,No,1.25
C0444,Tesla,Mustang,France,Monterrey,2021,Electric,Automatic,Truck,33073,18046,596835358,Yes,1.56
C0445,Nissan,3 Series,France,Monterrey,2021,Electric,Automatic,Sedan,64820,14934,968021880,Yes,1.47
C0446,Ford,Passat,France,Paris,2021,Diesel,Automatic,Coupe,11830,69556,822847480,No,2.52
C0447,BMW,Elantra,Mexico,London,2022,Petrol,Manual,SUV,73053,56806,4149848718,No,3.22
C0448,Toyota,Elantra,UK,Paris,2020,Hybrid,Automatic,Truck,41853,11354,475198962,No,2.37
C0449,Toyota,Optima,Japan,São Paulo,2010,Diesel,Automatic,Hatchback,16511,63046,1040952506,No,1.7
C0450,BMW,Optima,South Korea,Chennai,2017,Hybrid,Automatic,SUV,61485,75064,4615310040,No,2.75
C0451,Hyundai,Corolla,South Korea,Chennai,2010,Petrol,Automatic,Sedan,17544,67184,1178676096,No,2.28
C0452,BMW,Corolla,India,Monterrey,2014,Electric,Automatic,Sedan,38792,12963,502860696,Yes,0.31
C0453,Toyota,Civic,Mexico,Seoul,2018,Hybrid,Automatic,Hatchback,5750,37424,215188000,No,0.43
C0454,Toyota,Civic,China,São Paulo,2016,Petrol,Automatic,Coupe,23789,13042,310256138,No,0.23
C0455,Nissan,Model X,South Korea,Chennai,2013,Petrol,Automatic,Hatchback,33587,17139,575647593,No,1.65
C0456,Kia,Civic,USA,Detroit,2020,Electric,Automatic,Truck,76452,21226,1622770152,Yes,2.91
C0457,Ford,A-Class,China,Monterrey,2018,Electric,Manual,Hatchback,36868,48108,1773645744,Yes,1.16
C0458,BMW,Optima,France,Paris,2018,Petrol,Automatic,Sedan,71315,78617,5606571355,No,1.41
C0459,Ford,3 Series,France,London,2011,Petrol,Manual,Coupe,61540,39815,2450215100,No,3.19
C0460,BMW,A-Class,UK,Paris,2019,Hybrid,Automatic,Coupe,59400,17802,1057438800,No,2.95
C0461,Honda,Mustang,China,Munich,2019,Petrol,Automatic,Crossover,15994,52230,835366620,No,2.36
C0462,Toyota,Elantra,USA,Seoul,2020,Petrol,Automatic,Hatchback,45666,73372,3350605752,No,1.01
C0463,Kia,Civic,UK,Chennai,2021,Hybrid,Automatic,Truck,25833,64020,1653828660,No,0.5
C0464,Nissan,Elantra,India,Shanghai,2015,Diesel,Manual,Sedan,33550,27465,921450750,No,0.15
C0465,Kia,Passat,China,Nagoya,2013,Hybrid,Manual,SUV,48570,17994,873968580,No,0.46
C0466,Kia,Model X,Mexico,Seoul,2017,Hybrid,Automatic,Coupe,5666,13531,76666646,No,1.09
C0467,Kia,Passat,France,Monterrey,2021,Electric,Automatic,Hatchback,7621,19343,147413003,Yes,1.98
C0468,Ford,Model X,France,Chennai,2020,Hybrid,Automatic,Crossover,15177,69066,1048214682,No,0.32
C0469,BMW,Corolla,Germany,London,2016,Petrol,Automatic,Truck,57061,16229,926042969,No,0.56
C0470,Volkswagen,Elantra,UK,Chennai,2016,Petrol,Automatic,Truck,38164,54789,2090967396,No,0.72
C0471,Honda,Model X,Japan,Nagoya,2020,Petrol,Automatic,Sedan,1793,54069,96945717,No,2.25
C0472,Tesla,Altima,Japan,London,2019,Diesel,Manual,Coupe,22943,19524,447939132,No,2.19
C0473,Kia,A-Class,UK,Paris,2018,Petrol,Automatic,Sedan,49712,73103,3634096336,No,1.97
C0474,Hyundai,Model X,Mexico,London,2022,Diesel,Manual,Crossover,75776,18103,1371772928,No,0.95
C0475,Ford,Model X,Brazil,Seoul,2014,Petrol,Manual,SUV,13059,68581,895599279,No,1.36
C0476,Nissan,A-Class,UK,Paris,2015,Hybrid,Manual,SUV,65731,64203,4220127393,No,0.43
C0477,Tesla,Elantra,Mexico,Chennai,2010,Electric,Automatic,SUV,39544,25090,992158960,Yes,0.87
C0478,Volkswagen,Elantra,India,Monterrey,2015,Petrol,Automatic,Truck,22247,25915,576531005,No,3.15
