RestaurantID,RestaurantName,CuisineType,City,Rating,AverageCostForTwo,DeliveryAvailable,NumberOfReviews,EstablishedYear,MonthlyRevenue
R0364,Blue Bistro,American,Paris,3.6,1570,Yes,1425,2023,61660
R0365,Ocean Grill,Japanese,Tokyo,4.5,1750,No,1374,2009,121140
R0366,Red Lounge,Italian,Sydney,3.7,1710,No,556,2022,26450
R0367,Spice House,Thai,New York,4.9,380,Yes,949,2022,78840
R0368,Golden Grill,Japanese,Dubai,3.7,870,No,411,2015,144610
R0369,Urban Kitchen,Japanese,San Francisco,3.7,610,No,1080,2013,184730
R0370,Red Hub,French,Dubai,4.5,1590,Yes,674,1993,167030
R0371,Ocean House,Mexican,Berlin,4.6,1650,Yes,759,1985,171360
R0372,Blue Corner,American,Tokyo,3.9,1700,Yes,1458,2000,134700
R0373,Street Corner,Mexican,Toronto,2.9,1030,Yes,1550,2022,174210
R0374,Red Grill,Indian,London,3.7,1530,Yes,969,2007,25500
R0375,Royal Bistro,French,Tokyo,4.9,720,Yes,1991,1992,72240
R0376,Street Hub,Thai,London,4.4,1170,No,646,1996,155500
R0377,Fire Grill,Mexican,San Francisco,4.5,610,Yes,888,1994,75810
R0378,Street Grill,Chinese,Sydney,2.6,490,Yes,1361,2000,114350
R0379,Golden Kitchen,Korean,Dubai,3.7,280,Yes,96,2008,54790
R0380,Golden Palace,Indian,New York,4.1,1890,Yes,524,2023,111370
R0381,Royal Kitchen,Italian,San Francisco,4.6,530,No,1013,1992,80910
R0382,Spice Lounge,Thai,San Francisco,2.6,1870,Yes,1198,1995,46330
R0383,Fire Café,Indian,Dubai,4.6,1070,Yes,1256,2010,87900
R0384,Spice Hub,Korean,San Francisco,3.9,1640,No,870,1991,55010
R0385,Green Bistro,French,Toronto,3.0,1760,Yes,1330,1999,28890
R0386,Street Palace,Korean,Toronto,3.3,690,No,925,1999,107650
R0387,Urban Corner,Japanese,Singapore,3.2,950,Yes,460,1987,161970
R0388,Spice Kitchen,Korean,Singapore,3.8,1960,Yes,1376,2000,61600
R0389,Golden Lounge,Japanese,Toronto,2.6,650,No,1969,1999,121560
R0390,Spice Kitchen,French,Paris,2.9,650,Yes,350,2009,60510
R0391,Fire Garden,Mediterranean,Sydney,4.5,1450,Yes,1494,2017,182270
R0392,Royal Café,Japanese,London,2.8,360,Yes,1425,1998,81970
R0393,Spice Corner,Italian,Sydney,3.1,850,Yes,1934,2008,155320
R0394,Ocean Garden,Korean,Berlin,3.6,1230,No,1570,1995,42830
R0395,Royal House,Korean,San Francisco,3.8,240,No,1584,1987,69840
R0396,Green Palace,Italian,New York,4.4,1420,Yes,430,1993,189950
R0397,Urban Kitchen,Chinese,San Francisco,3.6,1440,Yes,390,1990,154140
R0398,Fire Café,American,Sydney,4.5,1310,No,1650,2015,88370
R0399,Golden Café,Mediterranean,Toronto,4.0,350,No,14,2000,157320
R0400,Red Grill,Thai,Dubai,2.8,1000,Yes,657,1995,92750
R0401,Green Garden,Japanese,Berlin,2.9,1100,No,1037,2001,107150
R0402,Royal Café,Italian,Toronto,3.6,1540,Yes,1714,1987,55770
R0403,Urban Hub,French,Sydney,3.5,1550,Yes,325,2003,167390
R0404,Royal Hub,Japanese,Dubai,4.4,910,No,1855,2008,135900
R0405,Blue Kitchen,American,New York,4.0,1150,Yes,1951,1992,30230
R0406,Ocean Grill,French,Sydney,3.5,1300,Yes,1111,2020,174370
R0407,Spice Corner,Indian,London,2.9,1010,Yes,540,1986,133180
R0408,Red Kitchen,Korean,Tokyo,3.1,570,Yes,1750,2007,130230
R0409,Ocean Palace,Indian,Dubai,3.9,730,Yes,364,2014,174300
R0410,Ocean Kitchen,Japanese,Sydney,3.6,950,No,1869,2009,92350
R0411,Green Kitchen,American,Toronto,3.8,340,Yes,1066,1991,126190
R0412,Urban Kitchen,Mediterranean,London,2.9,1970,Yes,671,2012,100680
R0413,Red Garden,Japanese,Paris,4.2,1350,Yes,1738,2001,32840
R0414,Red Café,Italian,Dubai,4.6,280,Yes,1172,2016,164660
R0415,Fire Corner,Mexican,London,3.1,270,Yes,1305,1985,73530
R0416,Street Café,Japanese,Toronto,3.7,1290,Yes,1229,2011,29030
R0417,Blue Garden,Korean,Sydney,4.9,1660,Yes,136,2020,113690
R0418,Blue Corner,Korean,San Francisco,3.3,700,No,358,1991,105210
R0419,Ocean Corner,Japanese,New York,4.0,500,Yes,1776,1987,120810
R0420,Street Lounge,French,San Francisco,2.7,1210,No,1077,2014,183650
R0421,Royal Kitchen,Mexican,Tokyo,4.0,220,Yes,751,1985,179710
R0422,Street Palace,Italian,London,2.7,1180,No,737,2018,120590
R0423,Urban Café,Japanese,Tokyo,4.9,1020,Yes,253,2022,127070
R0424,Spice Café,French,New York,4.3,620,No,18,2020,24120
R0425,Ocean Café,Korean,London,4.5,480,Yes,1795,2017,86390
R0426,Ocean Kitchen,Korean,Singapore,4.3,290,No,721,2000,58330
R0427,Royal Palace,American,Toronto,4.0,1590,Yes,855,2022,148020
R0428,Ocean Palace,Japanese,London,3.6,650,No,1112,1995,85570
R0429,Red Lounge,Mexican,Toronto,4.6,490,No,1790,1992,124670
R0430,Ocean Lounge,Chinese,San Francisco,4.9,1130,No,1223,1985,140320
R0431,Green Corner,Mexican,Berlin,3.7,510,Yes,95,1998,171260
R0432,Street House,Korean,Dubai,4.8,660,Yes,1518,2014,48820
R0433,Blue Garden,Korean,Berlin,4.0,1070,No,280,2005,139350
R0434,Urban Corner,Indian,Sydney,3.8,820,Yes,1807,2005,45190
R0435,Urban Bistro,Korean,Dubai,3.6,1730,Yes,522,2018,148050
R0436,Street Grill,Italian,Dubai,3.0,1500,Yes,1053,2022,64000
R0437,Urban Corner,Thai,Paris,2.5,420,Yes,1522,2010,108460
R0438,Green Lounge,Japanese,Dubai,3.1,930,Yes,1965,1998,185640
R0439,Ocean Grill,Mexican,New York,3.8,690,Yes,139,2019,50190
R0440,Blue Hub,Thai,Berlin,3.4,1830,Yes,847,2002,27640
R0441,Street Hub,French,San Francisco,3.6,1430,Yes,779,2004,125580
R0442,Ocean Garden,Chinese,Toronto,5.0,320,Yes,1676,1993,181750
R0443,Urban House,Italian,Sydney,3.4,1450,No,1040,2017,162140
R0444,Royal Palace,Mexican,Dubai,3.6,480,Yes,861,1988,87990
R0445,Ocean Lounge,Thai,Sydney,2.8,1850,Yes,1786,1988,165090
R0446,Street Café,Chinese,San Francisco,2.6,1400,Yes,1737,2000,119740
R0447,Golden House,Indian,Sydney,4.4,1090,No,946,2010,194480
R0448,Royal Kitchen,Italian,San Francisco,3.9,1520,Yes,1343,1990,76810
R0449,Royal Grill,Italian,Dubai,4.4,1670,Yes,1842,2021,197300
R0450,Fire Corner,Indian,San Francisco,2.9,970,Yes,1660,2006,89970
R0451,Fire House,Japanese,Dubai,3.9,1280,Yes,910,2023,113740
R0452,Green Palace,Indian,Paris,3.1,330,Yes,482,1991,61320
R0453,Urban Garden,Italian,Paris,3.1,1550,No,1135,2014,44530
R0454,Ocean Palace,Italian,San Francisco,2.5,670,Yes,347,1994,25380
R0455,Fire Kitchen,Thai,Paris,2.8,1600,Yes,328,1999,126150
R0456,Green Hub,Korean,Toronto,3.3,430,Yes,1546,1990,43030
R0457,Urban Hub,Chinese,Toronto,2.8,980,No,1058,2008,186320
R0458,Fire Corner,Indian,Paris,5.0,1810,Yes,730,1986,197750
R0459,Red Palace,Chinese,Paris,3.3,700,Yes,1463,1999,33350
R0460,Golden Lounge,Indian,Singapore,2.8,220,Yes,152,2005,42590
R0461,Street Corner,French,Singapore,3.0,1470,Yes,1742,2002,86150
R0462,Royal Palace,Italian,Dubai,4.0,1380,No,666,1989,106910
R0463,Royal House,Korean,San Francisco,2.7,770,Yes,1182,2009,28100
R0464,Green Kitchen,Thai,Tokyo,4.7,1440,Yes,1726,2020,57130
R0465,Urban Café,Korean,Tokyo,4.9,1320,Yes,1088,1994,57040
R0466,Street Kitchen,Korean,Paris,3.1,740,Yes,480,2007,32100
R0467,Royal Hub,Korean,Sydney,3.6,1380,Yes,372,2008,162110
R0468,Royal Palace,Chinese,Paris,2.6,1390,No,659,1994,180980
R0469,Royal Bistro,Indian,Singapore,4.1,990,Yes,218,1990,57450
R0470,Blue Bistro,Mediterranean,Dubai,3.5,610,Yes,1218,1997,121780
R0471,Royal Palace,French,Paris,3.2,400,Yes,1098,2005,198750
R0472,Blue Hub,Mexican,Berlin,3.0,290,No,558,2016,178160
R0473,Royal Garden,Korean,Sydney,4.1,760,Yes,1145,1999,176200
R0474,Urban Garden,Japanese,Berlin,3.5,1720,No,272,1986,152180
R0475,Urban Corner,Chinese,Dubai,2.9,750,Yes,1109,1999,81100
R0476,Blue Palace,Thai,Dubai,4.2,570,Yes,1329,2001,38170
R0477,Royal Grill,Mexican,Toronto,3.9,1050,Yes,1211,2004,86130
R0478,Spice Bistro,Mediterranean,London,4.6,1320,Yes,775,1990,63190
R0479,Fire Grill,Japanese,Berlin,2.8,1310,Yes,10,1999,196590
R0480,Red Hub,Mediterranean,Toronto,4.5,1940,Yes,157,2001,92310
R0481,Blue Palace,Mexican,Singapore,4.2,730,Yes,885,2010,132140
R0482,Red Garden,Korean,New York,2.8,650,Yes,1704,2006,48770
R0483,Street Hub,Japanese,Sydney,4.2,230,Yes,1869,1993,60870
R0484,Ocean Grill,Mediterranean,New York,3.6,1900,Yes,995,1996,31470
R0485,Golden Corner,Thai,San Francisco,4.9,810,No,1813,2006,179410
R0486,Ocean Lounge,Indian,Singapore,2.9,1430,Yes,1695,2007,186210
R0487,Red Bistro,Italian,Singapore,4.1,1470,No,1162,2021,96090
R0488,Royal Café,Indian,New York,3.5,1310,Yes,1671,1998,117370
R0489,Blue Lounge,Mexican,Berlin,4.9,1040,Yes,522,2008,59830
R0490,Fire Bistro,Chinese,London,3.3,230,No,1932,1992,145550
R0491,Golden Corner,Italian,Berlin,4.9,840,Yes,638,2010,101340
R0492,Red Lounge,French,New York,4.8,810,Yes,981,2016,76060
R0493,Blue Bistro,Thai,San Francisco,3.2,1090,Yes,1535,2012,139180
R0494,Fire Bistro,French,Berlin,4.5,1390,Yes,1182,2016,178130
R0495,Golden Palace,Japanese,Tokyo,5.0,1490,No,1302,2006,140930
R0496,Golden Café,Italian,Berlin,3.1,1560,No,1734,1993,191060
R0497,Red Hub,French,Dubai,3.6,640,Yes,662,1987,30950
R0498,Street Grill,French,Toronto,3.8,1650,Yes,1138,2009,193790
R0499,Urban Grill,Mediterranean,Sydney,3.2,1310,No,475,2023,180760
R0500,Street Grill,Indian,Berlin,2.5,1950,Yes,773,1996,66610
R0501,Spice Hub,Mediterranean,London,3.1,610,Yes,1029,2013,181810
R0502,Fire House,Italian,London,3.2,600,Yes,938,1987,193760
R0503,Blue Kitchen,Italian,Berlin,3.6,1080,Yes,1935,2007,120870
R0504,Blue House,Mexican,Paris,2.9,610,No,1314,2007,76820
R0505,Street Kitchen,Mediterranean,Singapore,4.7,540,Yes,1440,2002,79610
R0506,Fire Café,American,Berlin,4.3,1850,Yes,1889,1995,72040
R0507,Golden Bistro,Indian,Singapore,2.7,860,Yes,1646,2020,95520
R0508,Golden Grill,Italian,Tokyo,4.1,600,No,803,2010,184680
R0509,Royal Café,Mexican,New York,4.1,1180,Yes,909,1992,90840
R0510,Urban Lounge,Mediterranean,Tokyo,4.9,690,No,1391,2012,130800
R0511,Red Corner,Indian,Berlin,2.5,1230,No,684,2002,148790
R0512,Blue Bistro,Mediterranean,London,3.1,1050,Yes,1018,1997,80550
R0513,Red Grill,French,Paris,4.8,980,Yes,1236,2020,46690
R0514,Spice Kitchen,Mexican,San Francisco,4.8,640,Yes,1645,1996,140280
R0515,Street Kitchen,Indian,Singapore,4.3,1660,No,290,2006,30080
R0516,Fire Bistro,Korean,Toronto,4.4,1250,No,925,1986,175230
R0517,Urban Kitchen,Japanese,Singapore,2.7,1640,Yes,1290,2012,145390
R0518,Green Lounge,Japanese,Dubai,3.8,1410,Yes,1127,1997,41990
R0519,Green Kitchen,Indian,Sydney,3.1,960,Yes,333,2017,115510
R0520,Street Palace,Mediterranean,Berlin,3.0,750,No,800,1987,192930
R0521,Spice House,Mexican,Tokyo,4.5,1310,Yes,1772,2018,54390
R0522,Golden Corner,Japanese,Toronto,2.8,1120,Yes,1395,2007,78820
R0523,Golden Lounge,Mexican,London,3.7,600,Yes,1695,2016,66950
R0524,Blue Palace,Japanese,London,4.8,1890,Yes,1384,2004,30060
R0525,Street Palace,French,London,3.0,250,Yes,1095,2012,91140
R0526,Red Corner,Mediterranean,San Francisco,4.9,1170,Yes,1674,1992,132440
R0527,Golden Corner,French,Dubai,5.0,920,Yes,196,1987,195270
R0528,Ocean Bistro,Japanese,London,3.9,1870,Yes,1613,2014,95520
R0529,Golden House,Korean,London,2.9,600,No,924,2009,160270
R0530,Street Grill,Korean,Berlin,3.3,280,Yes,551,2014,32240
R0531,Golden Lounge,French,Dubai,3.6,270,Yes,906,2013,64950
R0532,Street Garden,Korean,Paris,3.3,1910,Yes,1337,2014,144410
R0533,Royal Bistro,Japanese,Paris,3.2,1230,Yes,1820,2018,21810
R0534,Ocean Lounge,Indian,Dubai,4.9,320,Yes,648,2009,148120
R0535,Royal House,French,Sydney,2.9,380,No,445,2001,94500
R0536,Urban Café,Chinese,San Francisco,4.3,1170,Yes,222,2008,49450
R0537,Blue Grill,Mediterranean,Toronto,2.5,1150,Yes,1439,2022,129390
R0538,Royal Hub,Korean,Singapore,4.0,680,Yes,827,2012,120720
R0539,Street Café,Korean,Berlin,4.8,1190,Yes,971,2017,137940
R0540,Spice Lounge,Italian,New York,3.2,1010,Yes,1167,2020,108460
R0541,Fire Corner,American,Paris,3.0,1770,No,969,1991,56860
R0542,Street Hub,French,Dubai,4.1,850,Yes,926,2007,124270
R0543,Street House,Thai,Toronto,4.3,1100,Yes,1002,2010,113920
R0544,Red Hub,Korean,Dubai,4.2,780,No,924,1998,126540
R0545,Golden Hub,Mediterranean,Singapore,3.3,720,Yes,1252,2012,194090
R0546,Fire House,Chinese,Toronto,3.1,710,Yes,430,2008,64120
R0547,Urban Corner,Korean,Paris,4.9,1000,Yes,328,1991,153070
R0548,Blue Lounge,Chinese,London,4.8,1780,Yes,1190,2020,105590
R0549,Urban Café,Japanese,Dubai,3.6,340,Yes,197,2023,66500
R0550,Royal Hub,Japanese,New York,4.6,1400,No,1509,1999,128440
R0551,Street Hub,American,Paris,3.6,1670,No,171,1987,196330
R0552,Royal Kitchen,Indian,Tokyo,3.6,240,No,138,1986,49830
R0553,Urban Hub,Thai,New York,2.9,1540,Yes,313,1991,65750
R0554,Spice Garden,Italian,Sydney,3.6,370,No,1122,2000,61090
R0555,Fire Garden,American,San Francisco,3.8,750,Yes,1928,2005,163630
R0556,Street Grill,Mexican,Paris,2.6,940,Yes,926,1993,144290
R0557,Street Kitchen,Italian,London,3.6,1150,Yes,1195,1996,189730
R0558,Fire Corner,French,Paris,4.5,1330,Yes,931,2013,37820
R0559,Street Café,Mediterranean,Singapore,4.2,1200,No,1069,2008,113990
R0560,Golden Bistro,Mexican,Toronto,4.1,1920,Yes,1260,2017,64120
R0561,Red Café,Mexican,Dubai,4.8,470,No,160,1998,167390
R0562,Urban Lounge,American,Toronto,2.5,690,Yes,602,2002,170870
R0563,Golden Lounge,Indian,Toronto,3.9,210,Yes,56,1989,165980
R0564,Golden Corner,American,Paris,4.5,870,Yes,1749,1999,126160
R0565,Urban Corner,French,Singapore,3.9,1470,Yes,949,1991,66800
R0566,Blue Hub,Korean,Dubai,3.3,960,No,669,2009,24700
R0567,Green Hub,Korean,Dubai,2.8,430,Yes,240,1998,141010
R0568,Green Corner,Indian,Toronto,4.7,1310,No,1572,2020,68270
R0569,Ocean Corner,French,Sydney,3.7,1950,Yes,1011,2019,70670
R0570,Blue Café,Indian,San Francisco,4.7,1920,Yes,1734,2008,122860
R0571,Urban Café,Chinese,Singapore,4.0,1380,Yes,174,1999,49940
R0572,Ocean Café,Korean,Sydney,4.2,550,No,733,1995,196970
R0573,Green House,Mexican,Berlin,4.5,210,Yes,829,2008,130700
R0574,Golden Bistro,Thai,Berlin,4.1,1460,Yes,1620,1995,99340
R0575,Green Palace,Mediterranean,New York,3.5,1240,Yes,1637,2001,159710
R0576,Green Palace,French,Toronto,3.8,370,Yes,1607,1990,159390
R0577,Royal Café,Italian,Dubai,4.5,1960,Yes,1099,2005,22820
R0578,Urban Palace,Indian,Paris,3.4,270,Yes,1953,1992,96090
R0579,Green Bistro,Mediterranean,Dubai,3.5,340,Yes,1113,1999,164280
R0580,Ocean Grill,Italian,Dubai,2.7,1640,Yes,149,2016,138400
R0581,Fire Café,Mediterranean,London,4.8,420,Yes,409,1994,197820
R0582,Spice Lounge,Thai,Dubai,2.7,1120,Yes,1965,2012,47330
R0583,Urban Corner,Italian,New York,4.1,1740,Yes,139,1999,60670
R0584,Spice Garden,American,Sydney,3.5,1840,Yes,994,1996,131270
R0585,Ocean Kitchen,Japanese,Berlin,3.5,680,Yes,775,2002,140100
R0586,Urban Palace,American,Dubai,4.2,830,Yes,455,2021,52380
R0587,Red Garden,Korean,Dubai,2.7,530,Yes,1865,2008,119640
R0588,Blue Corner,Japanese,London,4.0,370,Yes,38,2021,92100
R0589,Golden Garden,American,Singapore,4.4,830,Yes,1235,2013,27870
R0590,Spice Garden,Japanese,Paris,4.6,1250,Yes,1270,1994,176990
R0591,Street Café,Japanese,Singapore,2.9,930,Yes,1632,1998,170600
R0592,Street Café,Mexican,Paris,4.7,1210,No,1641,2000,144880
R0593,Golden Lounge,Indian,San Francisco,4.1,1910,Yes,808,2021,170020
R0594,Spice Kitchen,Indian,Dubai,4.7,360,Yes,1372,1995,66430
R0595,Blue Lounge,Mexican,London,3.7,1600,Yes,1432,2010,76400
R0596,Spice Bistro,Mediterranean,Tokyo,3.9,710,Yes,1472,2003,54100
R0597,Green House,Chinese,Toronto,4.8,1890,Yes,298,2002,33580
R0598,Ocean Bistro,Mediterranean,Berlin,4.7,830,No,1285,2014,137960
R0599,Fire Café,Italian,Sydney,3.6,530,Yes,986,2016,131850
R0600,Ocean Bistro,Italian,Berlin,3.2,1140,No,1725,2007,176310
R0601,Fire Palace,Japanese,Sydney,3.5,1060,Yes,109,1996,124330
R0602,Street Café,American,San Francisco,3.5,1210,No,1949,1997,189210
R0603,Red Lounge,American,Singapore,3.2,1800,No,1618,2005,65760
R0604,Street Café,Indian,New York,3.2,1590,Yes,431,2005,98980
R0605,Green Garden,French,Dubai,4.7,950,Yes,652,2013,197340
R0606,Ocean Garden,Mediterranean,Tokyo,2.7,380,Yes,703,2013,111360
R0607,Royal Bistro,Korean,Sydney,4.2,1560,No,715,2011,162160
R0608,Red Garden,Thai,Toronto,2.9,930,Yes,27,2013,143980
R0609,Blue Hub,American,Sydney,3.4,1640,Yes,480,1999,159940
R0610,Fire Palace,Thai,New York,2.7,690,Yes,1671,1996,110420
R0611,Fire Bistro,Japanese,Berlin,3.2,580,Yes,732,2003,111870
R0612,Blue Kitchen,Thai,London,4.4,1880,No,1040,1996,87140
R0613,Green Hub,Korean,Berlin,4.7,1570,Yes,428,2007,162870
R0614,Royal Grill,Mexican,San Francisco,3.1,310,Yes,389,1989,149530
R0615,Golden Hub,Korean,London,3.7,980,Yes,517,2010,105410
R0616,Green Kitchen,Thai,Berlin,3.7,340,Yes,123,1994,199210
R0617,Green Bistro,Korean,Toronto,4.7,470,No,861,2006,131690
R0618,Golden Lounge,Chinese,Berlin,4.4,1510,No,520,2023,93810
R0619,Royal Garden,Japanese,Toronto,3.8,550,Yes,1629,2007,43660
R0620,Blue Café,Mediterranean,Toronto,4.2,1380,Yes,860,1995,154940
R0621,Golden House,Mexican,London,4.6,840,No,1906,2012,90280
R0622,Fire Garden,American,Singapore,2.5,1170,Yes,985,2015,124280
R0623,Spice Café,Italian,Paris,3.5,660,Yes,623,1992,132860
R0624,Spice Bistro,Mediterranean,Dubai,4.8,1000,Yes,478,2023,80410
R0625,Fire Grill,Italian,Sydney,4.4,580,Yes,102,2012,61740
R0626,Fire Hub,Japanese,Paris,3.9,570,Yes,1525,2000,29230
R0627,Urban Palace,Mexican,New York,3.8,630,No,1861,2015,190020
R0628,Urban Grill,Indian,Singapore,3.4,1980,Yes,1135,2000,53030
R0629,Street Grill,American,Paris,3.8,1160,Yes,502,1989,158850
R0630,Fire Corner,Chinese,London,4.1,1430,Yes,772,2019,112390
R0631,Urban House,Indian,New York,3.5,450,No,1569,2009,118900
R0632,Blue Palace,Japanese,Tokyo,4.3,1830,Yes,1518,1997,96000
R0633,Red Palace,Mediterranean,Singapore,4.7,1160,Yes,998,2013,101220
R0634,Urban Hub,Chinese,Paris,2.9,200,Yes,488,2011,184660
R0635,Red Grill,Korean,New York,3.6,720,No,886,2001,184760
R0636,Fire Café,Thai,Tokyo,3.5,250,Yes,176,2021,93750
R0637,Street House,Chinese,Berlin,4.2,560,Yes,149,2022,98370
R0638,Green Hub,Japanese,New York,3.1,210,Yes,103,2013,198510
R0639,Green Garden,French,London,4.1,1420,Yes,1214,2018,171880
R0640,Fire Palace,Thai,Berlin,4.7,880,No,585,2014,140090
R0641,Spice Corner,Italian,London,3.5,1880,Yes,1037,2015,74890
R0642,Fire Lounge,American,Paris,4.8,1980,Yes,615,2006,109830
R0643,Golden Garden,Italian,Dubai,5.0,1940,Yes,1422,2009,24750
R0644,Golden Palace,Chinese,Paris,2.8,320,Yes,1305,1988,106950
R0645,Blue Garden,Italian,Berlin,3.1,880,Yes,1828,2019,22300
R0646,Blue House,Japanese,Toronto,4.9,850,No,1165,1993,90210
R0647,Spice Hub,Korean,Paris,4.9,780,Yes,593,2010,117780
R0648,Fire Bistro,Mediterranean,Berlin,2.7,870,Yes,825,2011,132820
R0649,Urban Palace,American,New York,2.5,780,No,1937,2011,187670
R0650,Urban Lounge,Italian,San Francisco,2.9,1360,Yes,602,2002,133550
R0651,Red Palace,Italian,Paris,5.0,290,Yes,1545,2014,126010
R0652,Urban Bistro,Chinese,New York,2.9,1600,Yes,695,2015,191440
R0653,Urban Grill,Mediterranean,London,3.8,1490,No,1845,1987,72430
R0654,Street Hub,Indian,Singapore,4.6,340,Yes,972,2013,193260
R0655,Urban Lounge,Italian,Dubai,2.6,650,Yes,996,1991,196800
R0656,Spice Lounge,Japanese,London,4.0,1570,Yes,1085,2002,125940
R0657,Green Corner,French,London,3.2,1690,Yes,1323,2000,63960
R0658,Urban Garden,American,Berlin,4.7,1080,Yes,455,2016,189920
R0659,Street Garden,Italian,Toronto,3.2,960,Yes,246,2022,28810
R0660,Street Garden,Japanese,Sydney,4.2,1550,Yes,1822,2009,124420
R0661,Golden Lounge,Japanese,San Francisco,4.2,1680,Yes,1524,2016,126200
R0662,Green House,American,Toronto,3.1,1690,No,1313,2003,150420
R0663,Red Garden,Indian,Berlin,2.6,1290,Yes,1077,1987,154940
R0664,Ocean Hub,Japanese,Dubai,3.5,1160,Yes,891,2019,84800
R0665,Green Garden,French,San Francisco,3.2,640,Yes,775,2013,39940
R0666,Ocean House,Japanese,San Francisco,4.5,1100,Yes,946,1995,181730
R0667,Urban Café,Japanese,Berlin,4.5,1870,Yes,1958,1990,197070
R0668,Urban Hub,Japanese,Tokyo,3.6,1330,Yes,368,2003,97680
R0669,Urban Garden,Korean,London,4.0,1690,Yes,655,2021,145090
R0670,Blue Lounge,Korean,Singapore,4.0,1770,Yes,1601,2011,30110
R0671,Fire House,Indian,Tokyo,4.6,920,Yes,1559,1989,190720
R0672,Ocean Bistro,Italian,Berlin,3.6,1920,Yes,699,2010,60680
R0673,Street Lounge,Japanese,Tokyo,3.2,540,Yes,471,2019,54470
R0674,Green Corner,Mediterranean,Singapore,3.2,610,Yes,110,2003,179480
R0675,Ocean Grill,Italian,Berlin,3.8,1520,Yes,701,2001,122360
R0676,Blue Hub,Indian,Berlin,3.6,460,No,993,2019,44620
R0677,Spice House,Mexican,San Francisco,3.6,510,No,1494,1997,71230
R0678,Fire Hub,Italian,Tokyo,2.7,1550,Yes,778,1998,61780
R0679,Golden Café,Italian,New York,4.3,1220,Yes,277,2014,152760
R0680,Street Grill,Thai,Paris,3.0,1040,Yes,892,2001,168280
R0681,Royal Café,Chinese,Berlin,3.0,1650,Yes,1395,2021,81490
R0682,Street Garden,Thai,Tokyo,3.5,970,No,417,1999,131940
R0683,Ocean Kitchen,French,Sydney,3.1,1620,Yes,1070,2002,79160
R0684,Urban House,Korean,Dubai,4.0,1730,Yes,477,1998,65460
R0685,Fire Corner,Korean,Sydney,3.4,630,No,1999,1998,173610
R0686,Royal Corner,Chinese,Tokyo,3.6,510,Yes,1749,2017,53590
R0687,Urban House,American,London,3.8,470,Yes,268,2022,141340
R0688,Spice Kitchen,American,London,3.0,1860,Yes,518,1995,134880
R0689,Golden Bistro,Indian,Tokyo,2.9,1790,Yes,1700,1995,96040
R0690,Street Lounge,Chinese,San Francisco,4.7,960,Yes,1783,2010,145010
R0691,Street Palace,Italian,San Francisco,3.6,370,No,318,1987,60140
R0692,Ocean Lounge,American,Berlin,3.5,1220,Yes,1645,2009,28990
R0693,Red Kitchen,Japanese,Singapore,2.6,890,Yes,1306,2001,31890
R0694,Golden Kitchen,Mediterranean,Paris,3.7,1380,No,634,2006,26520
R0695,Street Corner,Italian,Berlin,3.9,1580,Yes,119,2013,29820
R0696,Green House,French,Sydney,3.9,1790,Yes,1688,2010,25750
R0697,Fire Hub,Japanese,Paris,4.3,1670,Yes,688,2018,105240
R0698,Street Palace,Japanese,Sydney,2.9,1160,Yes,1293,2010,63070
R0699,Blue Palace,Chinese,San Francisco,3.1,1870,Yes,1690,1993,87530
R0700,Green Café,Indian,Tokyo,4.5,1550,No,751,1995,124050
R0701,Urban Garden,French,Singapore,4.9,540,Yes,916,1991,123650
R0702,Street Bistro,American,Sydney,2.8,880,Yes,277,2014,140250
R0703,Blue Palace,Chinese,San Francisco,3.7,1450,Yes,1065,1986,97400
R0704,Golden Grill,American,Singapore,3.0,1180,No,1956,2014,194390
R0705,Red Lounge,Chinese,Berlin,2.7,970,Yes,949,1988,80260
R0706,Royal Palace,Chinese,Tokyo,3.3,1680,No,820,1998,33240
R0707,Royal Corner,Chinese,Dubai,2.9,1300,Yes,1764,1997,173800
R0708,Street Palace,Indian,London,4.3,1710,No,1210,2009,55950
R0709,Fire Palace,Chinese,Toronto,3.8,360,No,113,1997,153180
R0710,Red House,Mexican,Singapore,2.9,1650,No,1269,1997,38820
R0711,Red Grill,Mediterranean,Dubai,2.5,1590,Yes,1126,2021,157660
R0712,Ocean Kitchen,American,Dubai,4.5,1630,Yes,210,1990,31530
R0713,Spice Corner,Italian,Singapore,2.9,230,Yes,1844,2010,186600
R0714,Ocean Garden,Thai,Dubai,4.0,1810,Yes,908,1998,74040
R0715,Red House,French,Sydney,3.3,1110,No,752,1992,72920
R0716,Street Bistro,Korean,Dubai,4.0,1930,Yes,934,2008,124440
R0717,Green Corner,Indian,San Francisco,3.3,940,Yes,1800,2006,132430
